Time,VitaminC (mg/dL),Glucose (mg/dL)
12/21/2023 0:21,6.045143,85.8276155
12/21/2023 0:21,6.245143,88.76422581
12/21/2023 0:21,6.145143,100.5701101
12/21/2023 0:21,6.045143,84.87486267
12/21/2023 0:21,6.145143,93.46601578
12/21/2023 0:21,6.045143,84.64095447
12/21/2023 0:21,5.996286,80.04136618
12/21/2023 0:21,6.177714,101.2794335
12/21/2023 0:21,6.145143,85.50731693
12/21/2023 0:22,6.045143,89.48070145
12/21/2023 0:22,5.945143,87.51957191
12/21/2023 0:22,6.145143,82.51216487
12/21/2023 0:22,6.245143,96.83606365
12/21/2023 0:22,6.145143,88.71204123
12/21/2023 0:22,6.045143,91.80288032
12/21/2023 0:22,6.145143,88.7782307
12/21/2023 0:22,6.045143,98.77439084
12/21/2023 0:22,5.945143,83.37616575
12/21/2023 0:22,6.145143,93.28165884
12/21/2023 0:22,6.245143,93.82783399
12/21/2023 0:22,6.145143,95.76953801
12/21/2023 0:23,6.045143,88.39911194
12/21/2023 0:23,6.245143,89.48993721
12/21/2023 0:23,6.145143,87.77938587
12/21/2023 0:23,6.045143,83.0228592
12/21/2023 0:23,6.145143,81.6347026
12/21/2023 0:23,6.045143,93.61557654
12/21/2023 0:23,5.996286,88.75146738
12/21/2023 0:23,6.177714,93.22173968
12/21/2023 0:23,6.145143,93.67544058
12/21/2023 0:23,6.045143,92.40439993
12/21/2023 0:23,5.945143,88.80312938
12/21/2023 0:23,6.145143,86.19973052
12/21/2023 0:24,6.245143,85.01933209
12/21/2023 0:24,6.145143,86.85030301
12/21/2023 0:24,6.045143,87.72486814
12/21/2023 0:24,6.245143,90.84029338
12/21/2023 0:24,6.145143,88.18394647
12/21/2023 0:24,6.045143,89.17719467
12/21/2023 0:24,6.145143,89.65316216
12/21/2023 0:24,6.045143,88.06467759
12/21/2023 0:24,5.996286,85.96464893
12/21/2023 0:24,6.177714,95.44927615
12/21/2023 0:24,6.145143,96.8855292
12/21/2023 0:24,6.045143,86.59342707
12/21/2023 0:25,5.945143,92.0916881
12/21/2023 0:25,6.145143,88.90101512
12/21/2023 0:25,6.245143,86.33137738
12/21/2023 0:25,6.145143,85.66654417
12/21/2023 0:25,6.045143,79.16197561
12/21/2023 0:25,6.245143,93.23770605
12/21/2023 0:25,6.145143,96.75978003
12/21/2023 0:25,6.045143,90.84503007
12/21/2023 0:25,6.145143,101.673384
12/21/2023 0:25,6.045143,85.46933638
12/21/2023 0:25,5.996286,90.22952501
12/21/2023 0:25,6.177714,81.96106808
12/21/2023 0:26,6.327714,84.15609035
12/21/2023 0:26,6.253429,104.9778773
12/21/2023 0:26,6.054857,89.29788178
12/21/2023 0:26,5.996286,93.61722518
12/21/2023 0:26,6.156286,92.27507565
12/21/2023 0:26,6.305429,88.26159638
12/21/2023 0:26,6.560857,89.57542692
12/21/2023 0:26,7.481143,95.11823875
12/21/2023 0:26,8.514857,90.86141055
12/21/2023 0:26,9.204,89.38236769
12/21/2023 0:26,10.15943,91.02676795
12/21/2023 0:26,12.37314,90.16081206
12/21/2023 0:27,15.37971,97.67008205
12/21/2023 0:27,15.1,91.96042555
12/21/2023 0:27,15.2,92.41843157
12/21/2023 0:27,15.3,94.07134788
12/21/2023 0:27,15.4,92.03522005
12/21/2023 0:27,15.5,92.93466263
12/21/2023 0:27,15.6,92.52331283
12/21/2023 0:27,15.7,94.45859741
12/21/2023 0:27,15.8,100.1927968
12/21/2023 0:27,15.9,87.93816183
12/21/2023 0:27,16,85.54898976
12/21/2023 0:27,16.1,91.7208863
12/21/2023 0:28,16.2,94.59462294
12/21/2023 0:28,16.3,91.05238918
12/21/2023 0:28,16.4,92.99480843
12/21/2023 0:28,16.5,85.94202928
12/21/2023 0:28,16.6,84.91108265
12/21/2023 0:28,16.7,88.267056
12/21/2023 0:28,16.8,94.9190013
12/21/2023 0:28,16.9,84.98762191
12/21/2023 0:28,17,91.39933829
12/21/2023 0:28,17.1,92.50385282
12/21/2023 0:28,17.2,91.92608996
12/21/2023 0:28,17.3,96.57776494
12/21/2023 0:29,17.4,89.51082761
12/21/2023 0:29,17.5,93.11022371
12/21/2023 0:29,17.6,87.81852862
12/21/2023 0:29,17.7,95.60440411
12/21/2023 0:29,17.8,94.59223014
12/21/2023 0:29,17.9,89.93881193
12/21/2023 0:29,18,87.83471184
12/21/2023 0:29,18.1,99.18401939
12/21/2023 0:29,18.2,94.70498089
12/21/2023 0:29,18.3,84.67734111
12/21/2023 0:29,18.4,94.26891114
12/21/2023 0:29,18.5,87.86653612
12/21/2023 0:30,18.6,80.48006273
12/21/2023 0:30,18.7,94.58635252
12/21/2023 0:30,18.8,88.27236675
12/21/2023 0:30,18.9,92.00027214
12/21/2023 0:30,19,92.29352008
12/21/2023 0:30,19.1,91.65696719
12/21/2023 0:30,19.2,102.5774346
12/21/2023 0:30,19.3,94.76498792
12/21/2023 0:30,19.4,92.80677943
12/21/2023 0:30,19.5,83.48971593
12/21/2023 0:30,19.6,87.79699623
12/21/2023 0:30,19.7,88.33426881
12/21/2023 0:31,19.8,96.35944393
12/21/2023 0:31,19.9,94.17983721
12/21/2023 0:31,20,94.77294765
12/21/2023 0:31,20.1,89.35154696
12/21/2023 0:31,20.2,84.74168013
12/21/2023 0:31,20.3,97.25623843
12/21/2023 0:31,20.4,104.1693259
12/21/2023 0:31,20.5,90.61996102
12/21/2023 0:31,20.6,93.96664643
12/21/2023 0:31,20.7,87.11156804
12/21/2023 0:31,20.8,91.55055829
12/21/2023 0:31,20.9,84.81149787
12/21/2023 0:32,21,87.51824612
12/21/2023 0:32,21.1,92.63525566
12/21/2023 0:32,21.2,93.62766873
12/21/2023 0:32,21.3,92.39254094
12/21/2023 0:32,21.4,89.05275647
12/21/2023 0:32,21.5,93.01955117
12/21/2023 0:32,21.6,88.74601229
12/21/2023 0:32,21.7,90.28764601
12/21/2023 0:32,21.8,84.14175487
12/21/2023 0:32,21.9,89.9930609
12/21/2023 0:32,22,91.15960013
12/21/2023 0:32,22.1,83.40928188
12/21/2023 0:33,22.2,121.7869891
12/21/2023 0:33,22.3,122.8297675
12/21/2023 0:33,22.4,128.8217363
12/21/2023 0:33,22.5,129.3961824
12/21/2023 0:33,22.6,126.2802035
12/21/2023 0:33,22.7,126.8994984
12/21/2023 0:33,22.8,133.3566748
12/21/2023 0:33,22.9,118.5009317
12/21/2023 0:33,23,132.2129452
12/21/2023 0:33,23.1,130.2994428
12/21/2023 0:33,23.2,119.6436716
12/21/2023 0:33,23.3,135.3160105
12/21/2023 0:34,23.4,133.5477432
12/21/2023 0:34,23.5,126.4287235
12/21/2023 0:34,23.6,135.3053778
12/21/2023 0:34,23.7,126.5861965
12/21/2023 0:34,23.8,126.4796622
12/21/2023 0:34,23.9,128.8511732
12/21/2023 0:34,24,129.1810576
12/21/2023 0:34,24.1,131.6831207
12/21/2023 0:34,24.2,133.5851491
12/21/2023 0:34,24.3,130.5094915
12/21/2023 0:34,24.4,136.4652087
12/21/2023 0:34,24.5,135.937004
12/21/2023 0:35,24.6,133.4128039
12/21/2023 0:35,24.7,125.5447243
12/21/2023 0:35,24.8,134.7692108
12/21/2023 0:35,24.9,131.7320513
12/21/2023 0:35,25,131.0774819
12/21/2023 0:35,25.1,139.6264454
12/21/2023 0:35,25.2,137.9846731
12/21/2023 0:35,25.3,133.3502582
12/21/2023 0:35,25.4,144.1880454
12/21/2023 0:35,25.5,136.2978203
12/21/2023 0:35,25.6,138.1105504
12/21/2023 0:35,25.7,146.8734218
12/21/2023 0:36,25.8,135.2351687
12/21/2023 0:36,25.9,126.0473113
12/21/2023 0:36,26,144.7216066
12/21/2023 0:36,26.1,136.7989511
12/21/2023 0:36,26.2,145.1289604
12/21/2023 0:36,26.3,138.9660518
12/21/2023 0:36,26.4,129.2753732
12/21/2023 0:36,26.5,142.4461583
12/21/2023 0:36,26.6,133.8674407
12/21/2023 0:36,26.7,132.7523299
12/21/2023 0:36,26.8,142.1172752
12/21/2023 0:36,26.9,137.5320426
12/21/2023 0:37,27,135.2014631
12/21/2023 0:37,27.1,149.4341656
12/21/2023 0:37,27.2,132.4978344
12/21/2023 0:37,27.3,137.3312329
12/21/2023 0:37,27.4,137.6356638
12/21/2023 0:37,27.5,142.8617979
12/21/2023 0:37,27.6,135.6160491
12/21/2023 0:37,27.7,143.1075121
12/21/2023 0:37,27.8,134.1651401
12/21/2023 0:37,27.9,146.303308
12/21/2023 0:37,28,139.3932804
12/21/2023 0:37,28.1,137.3740528
12/21/2023 0:38,28.2,140.5684047
12/21/2023 0:38,28.3,141.9336007
12/21/2023 0:38,28.4,134.7127533
12/21/2023 0:38,28.5,139.5751859
12/21/2023 0:38,28.6,143.4065758
12/21/2023 0:38,28.7,127.4083697
12/21/2023 0:38,28.8,140.955254
12/21/2023 0:38,28.9,136.6188403
12/21/2023 0:38,29,132.6967333
12/21/2023 0:38,29.1,140.0873882
12/21/2023 0:38,29.2,139.2222321
12/21/2023 0:38,29.3,140.3733719
12/21/2023 0:39,29.4,139.8145168
12/21/2023 0:39,29.5,132.6372549
12/21/2023 0:39,29.6,141.5323078
12/21/2023 0:39,41.30148648,143.3985668
12/21/2023 0:39,40.5602244,138.124166
12/21/2023 0:39,40.08781382,134.4595059
12/21/2023 0:39,40.88138575,136.3604079
12/21/2023 0:39,41.79229768,140.5798344
12/21/2023 0:39,42.59306947,142.5124348
12/21/2023 0:39,40.99062866,133.4863025
12/21/2023 0:39,40.27559814,138.3113211
12/21/2023 0:39,44.56060397,137.3054847
12/21/2023 0:40,42.182616,140.9025043
12/21/2023 0:40,41.19438934,136.8863069
12/21/2023 0:40,41.69936294,144.8902064
12/21/2023 0:40,42.58569232,139.3512893
12/21/2023 0:40,41.33604546,129.3382271
12/21/2023 0:40,42.00358163,138.8153387
12/21/2023 0:40,40.98047162,133.4449533
12/21/2023 0:40,41.5028257,129.564785
12/21/2023 0:40,40.93944647,131.9113504
12/21/2023 0:40,40.15808875,127.4422601
12/21/2023 0:40,43.00022738,132.6383205
12/21/2023 0:40,43.50771401,140.1483118
12/21/2023 0:41,41.98081039,133.776262
12/21/2023 0:41,43.34729972,138.7979415
12/21/2023 0:41,42.06824393,130.4545044
12/21/2023 0:41,42.80968514,138.8651589
12/21/2023 0:41,41.1780208,134.6098886
12/21/2023 0:41,43.43760935,132.2780983
12/21/2023 0:41,42.84768002,130.5198765
12/21/2023 0:41,41.3436261,135.4183546
12/21/2023 0:41,42.5302433,132.0415536
12/21/2023 0:41,42.02435333,133.6668161
12/21/2023 0:41,41.13118558,123.842615
12/21/2023 0:41,40.93983992,129.6353214
12/21/2023 0:42,42.42129816,124.7711641
12/21/2023 0:42,42.37434241,130.3101092
12/21/2023 0:42,43.26539873,131.693163
12/21/2023 0:42,43.76056716,118.8851742
12/21/2023 0:42,42.69696184,129.3063505
12/21/2023 0:42,42.00513514,130.8633583
12/21/2023 0:42,43.97604926,130.2144802
12/21/2023 0:42,42.63184364,124.2270261
12/21/2023 0:42,43.46973427,122.5904532
12/21/2023 0:42,41.98565893,130.0509447
12/21/2023 0:42,42.66241093,125.4656001
12/21/2023 0:42,42.90244225,127.5727418
